,unit_number,time,operational_setting_1,operations_setting_2,operational_setting_3,_sensor_1,_sensor_2,_sensor_3,_sensor_4,_sensor_5,_sensor_6,_sensor_7,_sensor_8,_sensor_9,_sensor_10,_sensor_11,_sensor_12,_sensor_13,_sensor_14,_sensor_15,_sensor_16,_sensor_17,_sensor_18,_sensor_19,_sensor_20,_sensor_21,anomaly
3769,18,189,-0.0001,-0.0004,100.0,518.67,643.11,1601.04,1433.02,14.62,21.61,552.09,2388.13,9195.53,1.3,47.93,521.03,2388.1,8252.18,8.4955,0.03,396,2388,100.0,38.58,23.1173,-1
3770,18,190,0.002,-0.0003,100.0,518.67,643.39,1603.13,1424.21,14.62,21.61,551.39,2388.1,9196.3,1.3,47.97,520.14,2388.11,8263.06,8.5376,0.03,397,2388,100.0,38.45,23.0872,-1
3771,18,191,-0.0007,-0.0001,100.0,518.67,643.59,1606.51,1423.47,14.62,21.61,551.58,2388.12,9206.21,1.3,47.87,520.25,2388.13,8260.29,8.5102,0.03,396,2388,100.0,38.65,23.1001,-1
3772,18,192,-0.0018,-0.0004,100.0,518.67,643.23,1602.92,1426.15,14.62,21.61,552.23,2388.14,9204.44,1.3,48.1,520.53,2388.18,8268.81,8.5372,0.03,397,2388,100.0,38.3,22.9841,-1
3773,18,193,0.0003,0.0001,100.0,518.67,643.89,1603.03,1423.65,14.62,21.61,552.22,2388.2,9210.95,1.3,48.3,520.36,2388.15,8273.15,8.5429,0.03,396,2388,100.0,38.31,23.1555,-1
3774,18,194,0.0003,0.0004,100.0,518.67,644.05,1609.52,1423.44,14.62,21.61,551.52,2388.13,9223.56,1.3,48.14,520.23,2388.12,8269.4,8.4945,0.03,397,2388,100.0,38.58,23.0109,-1
3775,18,195,-0.0029,-0.0001,100.0,518.67,643.93,1601.0,1428.08,14.62,21.61,551.43,2388.44,9224.53,1.3,48.01,519.44,2388.39,8282.5,8.5132,0.03,398,2388,100.0,38.5,23.0304,-1
3921,19,146,-0.002,0.0003,100.0,518.67,643.03,1605.27,1424.03,14.62,21.61,552.16,2388.31,9043.71,1.3,48.18,519.52,2388.32,8116.25,8.521,0.03,395,2388,100.0,38.49,23.0104,-1
3923,19,148,-0.0021,-0.0001,100.0,518.67,643.01,1605.53,1425.86,14.62,21.61,551.93,2388.32,9044.33,1.3,48.05,520.43,2388.27,8115.67,8.519,0.03,398,2388,100.0,38.62,23.0838,-1
3924,19,149,0.0016,-0.0002,100.0,518.67,643.57,1604.98,1421.34,14.62,21.61,551.76,2388.32,9044.55,1.3,48.0,519.3,2388.3,8123.56,8.5168,0.03,397,2388,100.0,38.43,23.1173,-1
3925,19,150,0.0002,0.0001,100.0,518.67,643.51,1604.42,1431.34,14.62,21.61,551.38,2388.26,9042.26,1.3,48.14,519.79,2388.29,8119.07,8.4934,0.03,395,2388,100.0,38.5,23.1234,-1
3926,19,151,-0.0009,0.0001,100.0,518.67,643.94,1603.13,1431.72,14.62,21.61,551.4,2388.32,9043.2,1.3,48.09,519.82,2388.3,8119.25,8.494,0.03,397,2388,100.0,38.52,23.0814,-1
3928,19,153,0.0014,0.0004,100.0,518.67,643.45,1596.48,1427.77,14.62,21.61,550.73,2388.25,9042.05,1.3,48.14,519.62,2388.31,8116.73,8.5113,0.03,396,2388,100.0,38.6,23.1006,-1
3929,19,154,0.0051,0.0003,100.0,518.67,643.99,1600.85,1426.73,14.62,21.61,551.33,2388.27,9042.01,1.3,48.14,519.8,2388.29,8117.7,8.5145,0.03,397,2388,100.0,38.55,23.047,-1
3930,19,155,0.0019,0.0,100.0,518.67,642.92,1601.97,1433.78,14.62,21.61,551.24,2388.31,9041.73,1.3,48.15,519.45,2388.26,8118.91,8.5215,0.03,395,2388,100.0,38.23,23.053,-1
3931,19,156,-0.0029,-0.0002,100.0,518.67,643.44,1601.17,1430.45,14.62,21.61,550.9,2388.27,9035.58,1.3,48.14,519.67,2388.27,8120.36,8.538,0.03,396,2388,100.0,38.47,23.0858,-1
3932,19,157,0.0026,0.0,100.0,518.67,643.43,1597.38,1426.98,14.62,21.61,551.22,2388.28,9042.2,1.3,48.01,519.5,2388.29,8112.87,8.5381,0.03,395,2388,100.0,38.16,23.0758,-1
3933,19,158,-0.0009,0.0004,100.0,518.67,643.34,1605.58,1433.97,14.62,21.61,550.84,2388.3,9051.89,1.3,48.23,519.22,2388.33,8117.14,8.5343,0.03,396,2388,100.0,38.28,22.9405,-1
4164,20,231,0.0022,-0.0003,100.0,518.67,643.89,1603.35,1429.72,14.62,21.61,550.84,2388.22,9075.48,1.3,48.41,519.74,2388.22,8146.48,8.48,0.03,397,2388,100.0,38.74,22.9885,-1
4165,20,232,-0.0003,0.0,100.0,518.67,643.85,1608.02,1432.08,14.62,21.61,551.34,2388.27,9075.69,1.3,48.17,519.28,2388.29,8139.51,8.523,0.03,397,2388,100.0,38.33,23.146,-1
4166,20,233,-0.0012,-0.0001,100.0,518.67,643.93,1601.9,1437.23,14.62,21.61,551.67,2388.26,9077.16,1.3,48.23,519.97,2388.23,8143.94,8.5058,0.03,396,2388,100.0,38.46,22.9783,-1
4167,20,234,0.0011,-0.0004,100.0,518.67,643.86,1598.43,1430.93,14.62,21.61,551.74,2388.3,9070.66,1.3,48.15,519.73,2388.25,8143.3,8.5433,0.03,397,2388,100.0,38.57,22.9964,-1
4349,21,182,-0.0038,0.0,100.0,518.67,644.03,1594.42,1427.49,14.62,21.61,551.45,2388.2,9126.2,1.3,48.05,520.43,2388.12,8205.05,8.4974,0.03,396,2388,100.0,38.47,23.0623,-1
4351,21,184,-0.0028,-0.0001,100.0,518.67,643.51,1601.81,1414.46,14.62,21.61,552.05,2388.2,9133.01,1.3,47.99,520.48,2388.11,8203.49,8.5162,0.03,397,2388,100.0,38.39,23.0725,-1
4354,21,187,0.0006,0.0004,100.0,518.67,643.37,1605.88,1421.25,14.62,21.61,552.45,2388.07,9140.81,1.3,48.25,519.79,2388.16,8212.31,8.492,0.03,396,2388,100.0,38.59,23.0394,-1
4355,21,188,0.0001,0.0,100.0,518.67,642.96,1601.95,1421.99,14.62,21.61,552.16,2388.16,9150.4,1.3,47.98,520.46,2388.15,8211.32,8.5185,0.03,395,2388,100.0,38.36,23.1883,-1
4357,21,190,0.0023,-0.0003,100.0,518.67,643.97,1605.53,1420.52,14.62,21.61,552.77,2388.13,9149.16,1.3,47.98,520.11,2388.15,8217.12,8.5157,0.03,395,2388,100.0,38.43,23.0629,-1
4358,21,191,-0.0004,-0.0004,100.0,518.67,643.52,1597.89,1430.71,14.62,21.61,552.18,2388.18,9158.26,1.3,48.05,520.11,2388.15,8212.58,8.48,0.03,397,2388,100.0,38.58,23.0457,-1
4359,21,192,-0.0023,0.0,100.0,518.67,643.89,1597.72,1424.5,14.62,21.61,551.78,2388.19,9162.31,1.3,48.09,520.77,2388.15,8222.4,8.5063,0.03,397,2388,100.0,38.35,23.1247,-1
4360,21,193,0.0008,0.0002,100.0,518.67,644.02,1603.87,1423.72,14.62,21.61,552.26,2388.15,9155.93,1.3,48.08,519.83,2388.16,8219.88,8.509,0.03,397,2388,100.0,38.54,23.0377,-1
4361,21,194,-0.0007,-0.0005,100.0,518.67,643.85,1604.29,1434.26,14.62,21.61,551.4,2388.18,9164.82,1.3,48.16,520.48,2388.21,8231.47,8.5032,0.03,398,2388,100.0,38.44,22.9791,-1
4362,21,195,0.0022,0.0,100.0,518.67,643.87,1606.47,1432.84,14.62,21.61,551.79,2388.18,9161.51,1.3,48.04,520.26,2388.19,8224.87,8.5197,0.03,399,2388,100.0,38.44,22.986,-1
4549,22,187,-0.001,-0.0,100.0,518.67,643.4,1598.23,1433.13,14.62,21.61,551.29,2388.28,9055.21,1.3,47.77,519.7,2388.29,8127.13,8.4963,0.03,396,2388,100.0,38.56,23.1245,-1
4551,22,189,0.0023,-0.0003,100.0,518.67,643.66,1601.87,1424.76,14.62,21.61,551.28,2388.29,9049.72,1.3,47.96,519.44,2388.27,8122.3,8.4829,0.03,396,2388,100.0,38.32,22.9798,-1
4554,22,192,-0.0023,0.0003,100.0,518.67,643.13,1603.49,1423.35,14.62,21.61,551.75,2388.31,9052.18,1.3,48.15,519.76,2388.29,8125.69,8.5363,0.03,395,2388,100.0,38.55,23.1417,-1
4555,22,193,-0.0025,-0.0003,100.0,518.67,643.7,1602.78,1427.58,14.62,21.61,551.02,2388.22,9053.75,1.3,48.11,519.3,2388.26,8126.97,8.521,0.03,397,2388,100.0,38.62,23.0201,-1
4557,22,195,-0.0049,-0.0004,100.0,518.67,643.55,1595.05,1433.89,14.62,21.61,551.28,2388.23,9054.33,1.3,48.2,519.54,2388.28,8120.7,8.5599,0.03,396,2388,100.0,38.28,23.0552,-1
4559,22,197,-0.0019,0.0,100.0,518.67,643.8,1604.97,1421.58,14.62,21.61,551.72,2388.26,9063.17,1.3,48.2,519.46,2388.23,8126.59,8.5264,0.03,396,2388,100.0,38.4,23.0069,-1
4561,22,199,-0.0013,0.0002,100.0,518.67,643.82,1604.09,1433.2,14.62,21.61,551.42,2388.29,9051.09,1.3,48.05,519.47,2388.28,8124.25,8.5,0.03,396,2388,100.0,38.51,23.0575,-1
4563,22,201,0.0035,-0.0,100.0,518.67,643.7,1598.8,1427.99,14.62,21.61,551.24,2388.26,9053.05,1.3,48.18,519.61,2388.31,8122.62,8.5023,0.03,397,2388,100.0,38.33,23.0433,-1
4564,22,202,0.0017,-0.0001,100.0,518.67,643.64,1609.56,1429.98,14.62,21.61,551.02,2388.3,9053.41,1.3,48.16,519.31,2388.3,8130.05,8.5361,0.03,398,2388,100.0,38.43,22.9965,-1
4723,23,159,0.0026,-0.0002,100.0,518.67,643.77,1599.79,1432.24,14.62,21.61,551.84,2388.28,9063.89,1.3,48.07,520.52,2388.24,8128.1,8.5183,0.03,397,2388,100.0,38.33,23.1688,-1
4725,23,161,-0.0017,-0.0002,100.0,518.67,643.93,1595.92,1422.2,14.62,21.61,551.66,2388.31,9064.58,1.3,48.12,520.14,2388.27,8132.69,8.5325,0.03,395,2388,100.0,38.38,23.1142,-1
4728,23,164,0.0009,0.0001,100.0,518.67,643.52,1600.25,1426.59,14.62,21.61,551.33,2388.3,9058.38,1.3,48.12,519.48,2388.26,8136.45,8.5117,0.03,396,2388,100.0,38.23,23.2024,-1
4730,23,166,0.0003,0.0004,100.0,518.67,644.07,1598.2,1431.62,14.62,21.61,551.45,2388.32,9060.28,1.3,48.08,519.49,2388.25,8124.49,8.4708,0.03,396,2388,100.0,38.37,23.1147,-1
4731,23,167,0.0037,0.0002,100.0,518.67,643.76,1603.61,1431.6,14.62,21.61,550.78,2388.27,9057.35,1.3,48.02,519.22,2388.27,8129.57,8.5071,0.03,397,2388,100.0,38.37,23.0965,-1
4732,23,168,-0.0007,0.0002,100.0,518.67,643.32,1604.16,1431.69,14.62,21.61,551.26,2388.26,9059.37,1.3,48.19,519.71,2388.36,8127.93,8.5169,0.03,397,2388,100.0,38.32,22.9071,-1
4874,24,142,-0.0001,0.0003,100.0,518.67,643.96,1606.93,1430.94,14.62,21.61,551.08,2388.29,9049.74,1.3,47.9,520.09,2388.24,8124.07,8.5366,0.03,395,2388,100.0,38.41,23.2016,-1
4875,24,143,0.0031,-0.0005,100.0,518.67,643.87,1598.38,1434.04,14.62,21.61,551.03,2388.29,9046.41,1.3,48.12,519.63,2388.22,8124.72,8.5327,0.03,395,2388,100.0,38.42,23.0698,-1
4876,24,144,-0.0032,-0.0005,100.0,518.67,643.84,1598.85,1427.08,14.62,21.61,551.19,2388.32,9045.04,1.3,48.28,519.56,2388.3,8116.55,8.5311,0.03,395,2388,100.0,38.42,23.0542,-1
4877,24,145,-0.0018,-0.0003,100.0,518.67,643.81,1605.52,1429.77,14.62,21.61,551.44,2388.3,9046.07,1.3,48.21,520.0,2388.3,8119.31,8.4883,0.03,397,2388,100.0,38.53,23.0049,-1
4878,24,146,-0.002,0.0002,100.0,518.67,643.84,1604.35,1425.53,14.62,21.61,551.26,2388.33,9045.25,1.3,48.17,519.54,2388.29,8123.96,8.5617,0.03,397,2388,100.0,38.42,23.0444,-1
4879,24,147,-0.0006,0.0004,100.0,518.67,643.79,1601.33,1430.87,14.62,21.61,550.78,2388.3,9043.96,1.3,48.19,519.3,2388.28,8119.58,8.5374,0.03,398,2388,100.0,38.58,23.0309,-1
5096,25,217,0.0023,0.0002,100.0,518.67,643.06,1604.46,1431.46,14.62,21.61,552.06,2388.16,9127.1,1.3,47.96,520.64,2388.15,8194.8,8.5333,0.03,397,2388,100.0,38.52,23.0868,-1
5101,25,222,0.0001,-0.0003,100.0,518.67,643.74,1608.24,1423.81,14.62,21.61,551.63,2388.21,9133.16,1.3,47.87,520.51,2388.13,8198.38,8.5265,0.03,397,2388,100.0,38.55,23.0497,-1
5102,25,223,-0.0015,-0.0001,100.0,518.67,643.2,1608.02,1418.96,14.62,21.61,551.74,2388.2,9137.12,1.3,48.13,520.38,2388.16,8204.4,8.5232,0.03,396,2388,100.0,38.44,23.1504,-1
5103,25,224,-0.0028,-0.0004,100.0,518.67,643.82,1605.89,1422.29,14.62,21.61,550.9,2388.14,9138.44,1.3,48.26,520.02,2388.18,8206.26,8.5088,0.03,395,2388,100.0,38.57,23.0172,-1
5104,25,225,0.0018,-0.0002,100.0,518.67,643.75,1599.19,1424.83,14.62,21.61,552.52,2388.21,9145.39,1.3,48.04,520.27,2388.17,8207.18,8.534,0.03,397,2388,100.0,38.34,23.0279,-1
5105,25,226,-0.0009,-0.0003,100.0,518.67,643.67,1600.17,1426.41,14.62,21.61,552.06,2388.19,9137.72,1.3,47.89,520.62,2388.22,8204.52,8.4973,0.03,398,2388,100.0,38.5,23.0434,-1
5106,25,227,-0.0007,-0.0003,100.0,518.67,643.86,1596.43,1433.44,14.62,21.61,551.8,2388.19,9138.82,1.3,48.05,520.21,2388.19,8207.95,8.5259,0.03,396,2388,100.0,38.28,23.0329,-1
5107,25,228,-0.005,0.0003,100.0,518.67,643.34,1599.7,1430.76,14.62,21.61,551.83,2388.24,9152.39,1.3,48.39,519.65,2388.19,8209.96,8.5266,0.03,397,2388,100.0,38.61,23.0262,-1
5108,25,229,-0.0004,-0.0,100.0,518.67,643.8,1601.85,1431.0,14.62,21.61,551.62,2388.16,9146.58,1.3,47.95,520.1,2388.2,8211.93,8.5494,0.03,396,2388,100.0,38.4,23.163,-1
5109,25,230,-0.0046,0.0001,100.0,518.67,643.67,1608.49,1432.58,14.62,21.61,552.18,2388.14,9152.46,1.3,48.12,520.16,2388.19,8209.41,8.4974,0.03,398,2388,100.0,38.38,23.0349,-1
5295,26,186,-0.0022,-0.0003,100.0,518.67,643.81,1601.93,1418.67,14.62,21.61,552.33,2388.13,9126.56,1.3,47.92,521.01,2388.14,8202.18,8.5137,0.03,395,2388,100.0,38.32,23.1313,-1
5300,26,191,-0.0024,0.0004,100.0,518.67,643.59,1606.06,1424.87,14.62,21.61,551.83,2388.13,9139.45,1.3,47.95,519.97,2388.16,8200.26,8.5494,0.03,397,2388,100.0,38.58,23.0404,-1
5301,26,192,0.0014,0.0004,100.0,518.67,643.7,1602.26,1425.02,14.62,21.61,551.89,2388.15,9143.79,1.3,48.02,520.34,2388.21,8198.45,8.5053,0.03,397,2388,100.0,38.43,23.11,-1
5302,26,193,0.0012,0.0002,100.0,518.67,643.32,1598.78,1427.13,14.62,21.61,551.78,2388.19,9139.84,1.3,47.98,519.8,2388.15,8204.37,8.5207,0.03,396,2388,100.0,38.39,23.1663,-1
5303,26,194,0.0032,-0.0002,100.0,518.67,643.71,1599.33,1432.5,14.62,21.61,552.14,2388.13,9143.97,1.3,48.04,520.48,2388.17,8208.26,8.5348,0.03,397,2388,100.0,38.66,23.0408,-1
5304,26,195,-0.0011,0.0,100.0,518.67,643.49,1607.92,1422.33,14.62,21.61,552.0,2388.16,9145.59,1.3,48.03,520.44,2388.16,8214.85,8.5399,0.03,396,2388,100.0,38.57,23.114,-1
5305,26,196,-0.0034,0.0002,100.0,518.67,643.57,1603.45,1427.18,14.62,21.61,552.02,2388.14,9158.85,1.3,47.98,520.28,2388.16,8215.55,8.4726,0.03,395,2388,100.0,38.46,23.0408,-1
5306,26,197,0.0007,-0.0,100.0,518.67,644.04,1602.29,1426.78,14.62,21.61,551.23,2388.16,9150.89,1.3,48.14,520.41,2388.13,8219.41,8.5083,0.03,398,2388,100.0,38.57,23.0534,-1
5307,26,198,-0.0025,0.0,100.0,518.67,643.24,1599.73,1421.29,14.62,21.61,551.57,2388.19,9154.0,1.3,48.07,520.53,2388.16,8213.47,8.5098,0.03,397,2388,100.0,38.45,23.1852,-1
5308,26,199,-0.0005,0.0003,100.0,518.67,643.51,1599.25,1432.5,14.62,21.61,551.79,2388.19,9159.51,1.3,48.05,519.2,2388.2,8222.42,8.5347,0.03,398,2388,100.0,38.27,22.9867,-1
5458,27,150,-0.0009,0.0001,100.0,518.67,643.75,1599.94,1419.47,14.62,21.61,551.51,2388.17,9133.75,1.3,47.99,519.94,2388.13,8196.73,8.5362,0.03,398,2388,100.0,38.42,23.1674,-1
5459,27,151,-0.005,0.0003,100.0,518.67,643.48,1604.42,1423.42,14.62,21.61,551.31,2388.17,9129.98,1.3,48.11,520.3,2388.16,8195.98,8.5312,0.03,397,2388,100.0,38.48,23.1837,-1
5461,27,153,0.0027,0.0001,100.0,518.67,643.57,1600.98,1429.2,14.62,21.61,551.83,2388.17,9129.9,1.3,47.9,520.29,2388.19,8202.69,8.4995,0.03,395,2388,100.0,38.3,23.0855,-1
5462,27,154,0.0024,0.0002,100.0,518.67,643.8,1606.27,1431.34,14.62,21.61,551.47,2388.18,9140.82,1.3,48.15,519.87,2388.19,8205.16,8.502,0.03,397,2388,100.0,38.55,23.098,-1
5463,27,155,-0.003,0.0001,100.0,518.67,643.5,1607.67,1422.32,14.62,21.61,551.62,2388.14,9143.95,1.3,48.07,520.09,2388.25,8200.38,8.5216,0.03,398,2388,100.0,38.56,23.1217,-1
5464,27,156,0.0003,0.0004,100.0,518.67,643.76,1606.45,1429.06,14.62,21.61,551.51,2388.17,9141.14,1.3,48.26,519.43,2388.15,8210.07,8.5259,0.03,397,2388,100.0,38.65,23.0772,-1
5467,28,3,0.0006,-0.0004,100.0,518.67,642.13,1583.81,1396.23,14.62,21.6,554.32,2388.01,9066.04,1.3,47.27,521.84,2387.99,8139.99,8.3898,0.03,391,2388,100.0,39.1,23.5312,-1
5534,28,70,0.0005,0.0002,100.0,518.67,641.85,1588.49,1398.78,14.62,21.6,555.15,2388.01,9065.58,1.3,47.28,522.0,2388.0,8142.83,8.3872,0.03,391,2388,100.0,39.09,23.3669,-1
5626,28,162,0.0003,-0.0,100.0,518.67,643.83,1604.96,1430.24,14.62,21.61,551.63,2388.27,9081.64,1.3,48.14,519.94,2388.25,8154.59,8.5141,0.03,396,2388,100.0,38.26,23.2241,-1
5628,28,164,-0.0038,-0.0002,100.0,518.67,643.71,1594.05,1431.96,14.62,21.61,551.92,2388.28,9088.77,1.3,48.13,520.27,2388.24,8158.56,8.5308,0.03,396,2388,100.0,38.59,22.9402,-1
5629,28,165,-0.0036,-0.0004,100.0,518.67,644.01,1600.61,1431.57,14.62,21.61,551.78,2388.19,9087.32,1.3,48.04,519.31,2388.2,8166.05,8.5311,0.03,396,2388,100.0,38.37,23.1508,-1
5779,29,150,0.0004,0.0001,100.0,518.67,643.04,1603.57,1427.73,14.62,21.61,550.51,2388.31,9056.7,1.3,48.09,519.88,2388.18,8127.17,8.4913,0.03,396,2388,100.0,38.44,22.9954,-1
5785,29,156,0.0022,0.0002,100.0,518.67,643.58,1595.46,1423.41,14.62,21.61,552.1,2388.29,9043.78,1.3,48.06,520.19,2388.3,8131.85,8.5203,0.03,397,2388,100.0,38.4,23.1415,-1
5787,29,158,-0.0013,-0.0003,100.0,518.67,643.36,1595.08,1429.63,14.62,21.61,551.3,2388.29,9051.99,1.3,48.16,519.54,2388.28,8124.77,8.514,0.03,397,2388,100.0,38.43,22.9654,-1
5788,29,159,-0.0007,-0.0001,100.0,518.67,643.91,1597.89,1434.55,14.62,21.61,551.36,2388.27,9050.75,1.3,48.23,520.07,2388.25,8126.74,8.5532,0.03,397,2388,100.0,38.48,23.0397,-1
5789,29,160,-0.0004,0.0001,100.0,518.67,643.89,1593.49,1432.16,14.62,21.61,551.64,2388.28,9049.57,1.3,48.22,518.95,2388.26,8127.64,8.5163,0.03,395,2388,100.0,38.59,23.0645,-1
5790,29,161,0.0041,-0.0001,100.0,518.67,643.29,1601.97,1431.39,14.62,21.61,551.44,2388.28,9049.43,1.3,48.12,519.89,2388.39,8128.02,8.5148,0.03,397,2388,100.0,38.55,22.9987,-1
5792,29,163,-0.0018,-0.0003,100.0,518.67,643.98,1598.93,1436.41,14.62,21.61,551.64,2388.23,9042.66,1.3,48.17,519.75,2388.26,8121.38,8.5641,0.03,396,2388,100.0,38.29,23.0583,-1
5804,30,12,-0.0034,-0.0003,100.0,518.67,642.29,1593.34,1396.9,14.62,21.6,555.49,2387.99,9060.37,1.3,47.16,522.02,2387.97,8144.26,8.4074,0.03,391,2388,100.0,39.06,23.3477,-1
5806,30,14,0.0023,-0.0002,100.0,518.67,641.72,1583.39,1401.14,14.62,21.6,554.51,2387.98,9058.62,1.3,47.18,522.71,2387.94,8144.46,8.3855,0.03,392,2388,100.0,39.22,23.3945,-1
5811,30,19,-0.0006,-0.0004,100.0,518.67,641.6,1588.2,1393.93,14.62,21.6,554.5,2387.94,9058.17,1.3,47.05,522.73,2387.99,8146.27,8.4192,0.03,392,2388,100.0,39.07,23.4319,-1
5817,30,25,0.0005,0.0003,100.0,518.67,641.97,1590.33,1399.6,14.62,21.6,554.4,2388.03,9064.1,1.3,47.14,522.55,2388.0,8142.84,8.3728,0.03,391,2388,100.0,38.97,23.4629,-1
5831,30,39,0.001,-0.0001,100.0,518.67,641.79,1573.85,1400.68,14.62,21.6,554.62,2387.99,9064.49,1.3,47.29,522.44,2388.01,8146.06,8.3869,0.03,391,2388,100.0,39.07,23.3204,-1
5847,30,55,0.0016,-0.0004,100.0,518.67,642.42,1577.95,1392.36,14.62,21.6,554.45,2387.98,9067.7,1.3,47.21,523.08,2387.97,8144.22,8.3837,0.03,390,2388,100.0,39.05,23.4493,-1
5854,30,62,-0.0001,-0.0003,100.0,518.67,642.22,1587.12,1400.98,14.62,21.6,554.32,2388.01,9064.36,1.3,47.14,522.6,2388.02,8148.18,8.3555,0.03,393,2388,100.0,39.15,23.4328,-1
5870,30,78,0.0018,-0.0005,100.0,518.67,641.71,1582.59,1398.05,14.62,21.6,554.3,2388.04,9069.2,1.3,47.17,521.9,2388.0,8144.82,8.4039,0.03,391,2388,100.0,39.02,23.2979,-1
5979,30,187,0.0016,-0.0,100.0,518.67,643.33,1599.63,1427.59,14.62,21.61,551.12,2388.29,9048.77,1.3,48.1,519.88,2388.3,8117.48,8.4856,0.03,394,2388,100.0,38.63,23.0802,-1
5982,30,190,0.0002,0.0001,100.0,518.67,643.8,1601.46,1423.61,14.62,21.61,551.75,2388.21,9046.62,1.3,48.05,519.91,2388.31,8127.39,8.5077,0.03,397,2388,100.0,38.53,23.1087,-1
5983,30,191,-0.0026,0.0001,100.0,518.67,643.72,1603.55,1423.84,14.62,21.61,551.62,2388.29,9049.47,1.3,48.06,519.68,2388.27,8118.84,8.5266,0.03,394,2388,100.0,38.5,23.0123,-1
5985,30,193,0.0026,0.0003,100.0,518.67,644.01,1595.95,1427.62,14.62,21.61,551.86,2388.25,9052.23,1.3,48.2,519.28,2388.29,8126.56,8.5148,0.03,395,2388,100.0,38.44,22.9821,-1
5986,30,194,0.0003,0.0005,100.0,518.67,643.34,1604.03,1441.49,14.62,21.61,551.1,2388.32,9050.0,1.3,48.17,519.22,2388.3,8118.21,8.5298,0.03,396,2388,100.0,38.24,23.1925,-1
6050,31,64,-0.0014,-0.0001,100.0,518.67,641.93,1578.34,1394.57,14.62,21.6,553.74,2388.01,9060.72,1.3,47.25,521.88,2388.11,8139.69,8.3898,0.03,392,2388,100.0,39.06,23.4081,-1
6209,31,223,-0.0008,0.0002,100.0,518.67,642.98,1606.34,1422.75,14.62,21.61,551.1,2388.26,9045.3,1.3,47.96,519.28,2388.2,8122.55,8.5229,0.03,393,2388,100.0,38.42,23.1375,-1
6210,31,224,-0.0003,-0.0003,100.0,518.67,643.62,1598.21,1432.73,14.62,21.61,551.43,2388.29,9045.11,1.3,48.03,519.9,2388.2,8126.02,8.5313,0.03,395,2388,100.0,38.44,23.1149,-1
6212,31,226,-0.0008,-0.0005,100.0,518.67,643.05,1601.52,1426.01,14.62,21.61,552.04,2388.29,9047.34,1.3,48.11,520.25,2388.28,8118.91,8.5264,0.03,397,2388,100.0,38.5,23.1028,-1
6215,31,229,-0.0012,0.0004,100.0,518.67,644.11,1602.35,1429.78,14.62,21.61,551.66,2388.3,9050.49,1.3,48.26,519.23,2388.3,8125.82,8.5085,0.03,396,2388,100.0,38.45,23.0127,-1
6216,31,230,0.0005,-0.0002,100.0,518.67,643.48,1602.57,1428.95,14.62,21.61,550.93,2388.2,9045.1,1.3,48.0,519.64,2388.27,8123.25,8.4803,0.03,396,2388,100.0,38.52,23.0058,-1
6217,31,231,0.0001,0.0001,100.0,518.67,643.75,1606.56,1428.63,14.62,21.61,551.45,2388.28,9052.33,1.3,48.1,519.62,2388.3,8124.55,8.5289,0.03,397,2388,100.0,38.4,23.1205,-1
6218,31,232,0.0022,-0.0,100.0,518.67,644.07,1602.77,1429.18,14.62,21.61,551.15,2388.32,9043.3,1.3,48.08,519.65,2388.25,8128.78,8.5153,0.03,394,2388,100.0,38.48,23.0406,-1
6219,31,233,-0.0011,-0.0003,100.0,518.67,643.41,1601.56,1424.74,14.62,21.61,551.29,2388.27,9048.94,1.3,48.04,519.68,2388.3,8118.7,8.5001,0.03,396,2388,100.0,38.29,23.1609,-1
6220,31,234,0.0023,-0.0001,100.0,518.67,643.5,1599.79,1425.76,14.62,21.61,550.86,2388.34,9042.46,1.3,48.32,519.88,2388.35,8116.96,8.4871,0.03,397,2388,100.0,38.46,23.0314,-1
6401,32,181,0.0029,0.0005,100.0,518.67,643.82,1605.61,1427.33,14.62,21.61,551.75,2388.21,9076.89,1.3,48.0,519.93,2388.16,8150.6,8.5359,0.03,398,2388,100.0,38.46,23.0849,-1
6406,32,186,0.0027,0.0001,100.0,518.67,643.04,1600.38,1427.36,14.62,21.61,551.28,2388.27,9092.4,1.3,48.18,520.02,2388.21,8152.81,8.5223,0.03,397,2388,100.0,38.39,23.0851,-1
6408,32,188,0.0012,0.0004,100.0,518.67,643.18,1603.72,1433.31,14.62,21.61,551.27,2388.22,9085.92,1.3,48.1,519.72,2388.21,8156.89,8.5276,0.03,396,2388,100.0,38.58,23.0711,-1
6410,32,190,-0.0012,0.0001,100.0,518.67,643.88,1608.09,1430.3,14.62,21.61,551.6,2388.27,9095.02,1.3,48.14,519.72,2388.21,8158.32,8.549,0.03,397,2388,100.0,38.48,23.0643,-1
6411,32,191,0.0013,-0.0003,100.0,518.67,643.35,1605.39,1435.15,14.62,21.61,551.45,2388.18,9089.9,1.3,48.53,519.65,2388.21,8156.17,8.5372,0.03,396,2388,100.0,38.3,23.1225,-1
6418,33,7,-0.0042,0.0004,100.0,518.67,641.96,1581.63,1401.66,14.62,21.6,553.82,2388.0,9063.57,1.3,47.02,522.13,2388.01,8142.59,8.3696,0.03,392,2388,100.0,38.87,23.4763,-1
6422,33,11,-0.0006,-0.0,100.0,518.67,641.36,1582.87,1403.9,14.62,21.6,554.43,2387.99,9070.19,1.3,47.16,522.47,2387.99,8147.42,8.435,0.03,392,2388,100.0,38.82,23.4143,-1
